#id   F_275   F_336   F_438   F_606   F_814   e_275   e_336   e_438   e_606   e_814
8568	6.420961E-18	3.366666E-17	1.102554E-16	2.390012E-16	2.945778E-16	3.953647E-19	8.268955E-19	1.512761E-18	3.739251E-19	1.434472E-18
7781	2.363742E-17	8.637737E-17	2.894676E-16	4.965923E-16	5.495409E-16	5.805647E-19	9.494217E-19	0.000000E+00	2.008393E-18	2.020859E-18
8048	1.458814E-17	5.520774E-17	1.813009E-16	3.265878E-16	3.691476E-16	3.583032E-19	1.107403E-18	9.991426E-19	1.620279E-18	1.628386E-18
1297	1.557399E-17	4.988845E-17	1.476386E-16	2.286652E-16	2.394418E-16	1.569894E-19	5.028868E-19	1.359176E-19	6.309531E-19	1.757789E-18
1176	1.238226E-17	3.798394E-17	1.127197E-16	1.798043E-16	1.900203E-16	4.588654E-19	2.788474E-19	2.074463E-19	3.309068E-19	8.730640E-19
1701	6.760830E-18	3.357376E-17	1.035619E-16	2.201912E-16	2.684108E-16	1.963547E-19	5.520179E-19	3.377521E-18	1.374755E-18	1.430027E-18
3411	1.192340E-17	4.066305E-17	1.243942E-16	2.070141E-16	2.282443E-16	5.785144E-19	7.053990E-19	2.382878E-18	5.712117E-19	1.048687E-18
4604	1.821378E-17	6.092563E-17	1.633804E-16	2.587021E-16	2.731492E-16	5.615292E-19	6.775434E-18	3.006808E-19	1.496776E-18	1.455272E-18
5898	8.143292E-18	2.847082E-17	9.011560E-17	1.505220E-16	1.664179E-16	1.117302E-19	6.992792E-19	5.390798E-17	5.535233E-19	1.069484E-18
4105	9.094943E-18	2.997782E-17	8.978422E-17	1.496925E-16	1.645887E-16	8.338294E-20	7.093481E-19	6.591233E-19	8.249497E-19	9.070422E-19
3597	1.453450E-17	4.803967E-17	1.479108E-16	2.352881E-16	2.498044E-16	2.521360E-19	5.717703E-19	1.894989E-18	8.652387E-19	3.678542E-19
8726	9.620552E-18	3.098846E-17	9.656061E-17	1.537446E-16	1.661116E-16	3.308883E-19	3.406114E-19	5.321419E-19	7.063925E-19	4.583498E-19
7504	1.207814E-17	4.111497E-17	1.315831E-16	2.236660E-16	2.514201E-16	7.762015E-20	8.247186E-19	2.421619E-19	8.225000E-19	1.385567E-18
7099	9.673864E-18	3.691476E-17	1.192340E-16	2.149810E-16	2.498044E-16	2.723028E-19	8.402824E-19	5.478303E-19	1.342225E-18	3.678542E-19
8395	1.319471E-17	4.608929E-17	1.436151E-16	2.396625E-16	2.627847E-16	5.240323E-19	7.577975E-19	1.185549E-18	8.813246E-19	3.627997E-19
7121	8.309980E-18	3.607447E-17	1.166272E-16	2.316328E-16	2.772043E-16	7.172147E-19	1.528296E-18	3.218082E-19	3.623970E-19	1.451480E-18
10643	1.428236E-17	4.554073E-17	1.464199E-16	2.396625E-16	2.565665E-16	5.419411E-19	4.590608E-19	4.040146E-19	1.386618E-18	3.542150E-19
